PHP 7.2.14 Development Server started at Fri Feb  1 11:20:55 2019
Listening on http://localhost:8181
Document root is /home/wangye/github/Think-php-Group-buying/public
Press Ctrl-C to quit.
[Fri Feb  1 15:57:22 2019] 127.0.0.1:43110 [200]: /static/index/css/base.css
[Fri Feb  1 15:57:22 2019] 127.0.0.1:43114 [200]: /static/index/css/common.css
[Fri Feb  1 15:57:22 2019] 127.0.0.1:43118 [200]: /static/index/css/index.css
[Fri Feb  1 15:57:22 2019] 127.0.0.1:43122 [200]: /static/index/js/html5shiv.js
[Fri Feb  1 15:57:22 2019] 127.0.0.1:43126 [200]: /static/index/js/respond.min.js
[Fri Feb  1 15:57:22 2019] 127.0.0.1:43130 [200]: /static/index/js/jquery-1.11.3.min.js
[Fri Feb  1 15:57:22 2019] 127.0.0.1:43134 [200]: /static/index/image/logo.png
[Fri Feb  1 15:57:22 2019] 127.0.0.1:43150 [200]: /static/index/image/b219ebc4b74543a9c6c87b8e18178a82b80114a4.jpg
[Fri Feb  1 15:57:22 2019] 127.0.0.1:43158 [200]: /static/index/image/arrow-down_3d94809.png
[Fri Feb  1 15:57:22 2019] 127.0.0.1:43162 [200]: /static/index/image/all-arrow_9cc750f.png
[Fri Feb  1 15:57:22 2019] 127.0.0.1:43166 [200]: /static/index/image/free-appointment_d550c8b.png
[Fri Feb  1 15:57:22 2019] 127.0.0.1:43170 [200]: /static/index/image/white-locate_b59a216.png
[Fri Feb  1 15:57:22 2019] 127.0.0.1:43182 [200]: /favicon.ico
[Fri Feb  1 15:57:23 2019] 127.0.0.1:43186 [200]: /
[Fri Feb  1 15:57:23 2019] 127.0.0.1:43190 [200]: /static/index/css/base.css
[Fri Feb  1 15:57:23 2019] 127.0.0.1:43194 [200]: /static/index/css/common.css
[Fri Feb  1 15:57:23 2019] 127.0.0.1:43198 [200]: /static/index/css/index.css
[Fri Feb  1 15:57:23 2019] 127.0.0.1:43202 [200]: /static/index/js/html5shiv.js
[Fri Feb  1 15:57:23 2019] 127.0.0.1:43206 [200]: /static/index/js/respond.min.js
[Fri Feb  1 15:57:23 2019] 127.0.0.1:43210 [200]: /static/index/js/jquery-1.11.3.min.js
[Fri Feb  1 15:57:23 2019] 127.0.0.1:43214 [200]: /static/index/image/logo.png
[Fri Feb  1 15:57:23 2019] 127.0.0.1:43230 [200]: /static/index/image/b219ebc4b74543a9c6c87b8e18178a82b80114a4.jpg
[Fri Feb  1 15:57:23 2019] 127.0.0.1:43238 [200]: /static/index/image/arrow-down_3d94809.png
[Fri Feb  1 15:57:23 2019] 127.0.0.1:43242 [200]: /static/index/image/all-arrow_9cc750f.png
[Fri Feb  1 15:57:23 2019] 127.0.0.1:43246 [200]: /static/index/image/free-appointment_d550c8b.png
[Fri Feb  1 15:57:23 2019] 127.0.0.1:43250 [200]: /static/index/image/white-locate_b59a216.png
[Fri Feb  1 15:57:23 2019] 127.0.0.1:43262 [200]: /static/index/image/slide-arrow-left.png
[Fri Feb  1 15:57:23 2019] 127.0.0.1:43266 [200]: /static/index/image/slide-arrow-right.png
[Fri Feb  1 15:57:24 2019] 127.0.0.1:43270 [200]: /favicon.ico
[Fri Feb  1 15:57:51 2019] 127.0.0.1:43498 [200]: /
[Fri Feb  1 15:57:51 2019] 127.0.0.1:43502 [200]: /static/index/css/base.css
[Fri Feb  1 15:57:51 2019] 127.0.0.1:43506 [200]: /static/index/css/common.css
[Fri Feb  1 15:57:51 2019] 127.0.0.1:43510 [200]: /static/index/css/index.css
[Fri Feb  1 15:57:51 2019] 127.0.0.1:43514 [200]: /static/index/js/html5shiv.js
[Fri Feb  1 15:57:51 2019] 127.0.0.1:43518 [200]: /static/index/js/respond.min.js
[Fri Feb  1 15:57:51 2019] 127.0.0.1:43522 [200]: /static/index/js/jquery-1.11.3.min.js
[Fri Feb  1 15:57:51 2019] 127.0.0.1:43526 [200]: /static/index/image/logo.png
[Fri Feb  1 15:57:51 2019] 127.0.0.1:43542 [200]: /static/index/image/b219ebc4b74543a9c6c87b8e18178a82b80114a4.jpg
[Fri Feb  1 15:57:51 2019] 127.0.0.1:43546 [200]: /static/index/image/arrow-down_3d94809.png
[Fri Feb  1 15:57:51 2019] 127.0.0.1:43550 [200]: /static/index/image/all-arrow_9cc750f.png
[Fri Feb  1 15:57:51 2019] 127.0.0.1:43554 [200]: /static/index/image/free-appointment_d550c8b.png
[Fri Feb  1 15:57:51 2019] 127.0.0.1:43558 [200]: /static/index/image/white-locate_b59a216.png
[Fri Feb  1 15:57:51 2019] 127.0.0.1:43562 [200]: /favicon.ico
[Fri Feb  1 15:57:53 2019] 127.0.0.1:43590 [200]: /static/index/image/slide-arrow-left.png
[Fri Feb  1 15:57:53 2019] 127.0.0.1:43594 [200]: /static/index/image/slide-arrow-right.png
[Fri Feb  1 15:58:34 2019] 127.0.0.1:43922 [200]: /
[Fri Feb  1 15:58:34 2019] 127.0.0.1:43926 [200]: /static/index/css/base.css
[Fri Feb  1 15:58:34 2019] 127.0.0.1:43930 [200]: /static/index/css/common.css
[Fri Feb  1 15:58:34 2019] 127.0.0.1:43934 [200]: /static/index/css/index.css
[Fri Feb  1 15:58:34 2019] 127.0.0.1:43938 [200]: /static/index/js/html5shiv.js
[Fri Feb  1 15:58:34 2019] 127.0.0.1:43942 [200]: /static/index/js/respond.min.js
[Fri Feb  1 15:58:34 2019] 127.0.0.1:43946 [200]: /static/index/js/jquery-1.11.3.min.js
[Fri Feb  1 15:58:34 2019] 127.0.0.1:43950 [200]: /static/index/image/logo.png
[Fri Feb  1 15:58:34 2019] 127.0.0.1:43954 [200]: /static/index/image/a1ec08fa513d2697b85e74c35dfbb2fb4216d89b.jpg
[Fri Feb  1 15:58:34 2019] 127.0.0.1:43958 [200]: /static/index/image/63d0f703918fa0ec7c51e2912e9759ee3c6ddb9c.jpg
[Fri Feb  1 15:58:34 2019] 127.0.0.1:43962 [200]: /static/index/image/72f082025aafa40f9205eb43a364034f79f01968.jpg
[Fri Feb  1 15:58:34 2019] 127.0.0.1:43966 [200]: /static/index/image/b219ebc4b74543a9c6c87b8e18178a82b80114a4.jpg
[Fri Feb  1 15:58:34 2019] 127.0.0.1:43970 [200]: /static/index/image/arrow-down_3d94809.png
[Fri Feb  1 15:58:34 2019] 127.0.0.1:43974 [200]: /static/index/image/all-arrow_9cc750f.png
[Fri Feb  1 15:58:34 2019] 127.0.0.1:43978 [200]: /static/index/image/free-appointment_d550c8b.png
[Fri Feb  1 15:58:34 2019] 127.0.0.1:43982 [200]: /static/index/image/white-locate_b59a216.png
[Fri Feb  1 15:58:34 2019] 127.0.0.1:43986 [200]: /favicon.ico
[Fri Feb  1 16:01:13 2019] 127.0.0.1:44016 [200]: /static/index/image/slide-arrow-left.png
[Fri Feb  1 16:01:13 2019] 127.0.0.1:44020 [200]: /static/index/image/slide-arrow-right.png
[Fri Feb  1 16:01:14 2019] 127.0.0.1:44024 [200]: /
[Fri Feb  1 16:01:14 2019] 127.0.0.1:44028 [200]: /static/index/css/base.css
[Fri Feb  1 16:01:14 2019] 127.0.0.1:44032 [200]: /static/index/css/common.css
[Fri Feb  1 16:01:14 2019] 127.0.0.1:44036 [200]: /static/index/css/index.css
[Fri Feb  1 16:01:14 2019] 127.0.0.1:44040 [200]: /static/index/js/html5shiv.js
[Fri Feb  1 16:01:14 2019] 127.0.0.1:44044 [200]: /static/index/js/respond.min.js
[Fri Feb  1 16:01:14 2019] 127.0.0.1:44048 [200]: /static/index/js/jquery-1.11.3.min.js
[Fri Feb  1 16:01:14 2019] 127.0.0.1:44052 [200]: /static/index/image/logo.png
[Fri Feb  1 16:01:14 2019] 127.0.0.1:44056 [200]: /static/index/image/a1ec08fa513d2697b85e74c35dfbb2fb4216d89b.jpg
[Fri Feb  1 16:01:14 2019] 127.0.0.1:44060 [200]: /static/index/image/63d0f703918fa0ec7c51e2912e9759ee3c6ddb9c.jpg
[Fri Feb  1 16:01:14 2019] 127.0.0.1:44064 [200]: /static/index/image/72f082025aafa40f9205eb43a364034f79f01968.jpg
[Fri Feb  1 16:01:14 2019] 127.0.0.1:44068 [200]: /static/index/image/b219ebc4b74543a9c6c87b8e18178a82b80114a4.jpg
[Fri Feb  1 16:01:14 2019] 127.0.0.1:44072 [200]: /static/index/image/arrow-down_3d94809.png
[Fri Feb  1 16:01:14 2019] 127.0.0.1:44076 [200]: /static/index/image/all-arrow_9cc750f.png
[Fri Feb  1 16:01:14 2019] 127.0.0.1:44080 [200]: /static/index/image/free-appointment_d550c8b.png
[Fri Feb  1 16:01:14 2019] 127.0.0.1:44084 [200]: /static/index/image/white-locate_b59a216.png
[Fri Feb  1 16:01:14 2019] 127.0.0.1:44088 [200]: /favicon.ico
[Fri Feb  1 16:01:15 2019] 127.0.0.1:44092 [200]: /
[Fri Feb  1 16:01:15 2019] 127.0.0.1:44096 [200]: /static/index/css/base.css
[Fri Feb  1 16:01:15 2019] 127.0.0.1:44100 [200]: /static/index/css/common.css
[Fri Feb  1 16:01:15 2019] 127.0.0.1:44104 [200]: /static/index/css/index.css
[Fri Feb  1 16:01:15 2019] 127.0.0.1:44108 [200]: /static/index/js/html5shiv.js
[Fri Feb  1 16:01:15 2019] 127.0.0.1:44112 [200]: /static/index/js/respond.min.js
[Fri Feb  1 16:01:15 2019] 127.0.0.1:44116 [200]: /static/index/js/jquery-1.11.3.min.js
[Fri Feb  1 16:01:15 2019] 127.0.0.1:44120 [200]: /static/index/image/logo.png
[Fri Feb  1 16:01:15 2019] 127.0.0.1:44124 [200]: /static/index/image/a1ec08fa513d2697b85e74c35dfbb2fb4216d89b.jpg
[Fri Feb  1 16:01:15 2019] 127.0.0.1:44128 [200]: /static/index/image/63d0f703918fa0ec7c51e2912e9759ee3c6ddb9c.jpg
[Fri Feb  1 16:01:15 2019] 127.0.0.1:44132 [200]: /static/index/image/72f082025aafa40f9205eb43a364034f79f01968.jpg
[Fri Feb  1 16:01:15 2019] 127.0.0.1:44136 [200]: /static/index/image/b219ebc4b74543a9c6c87b8e18178a82b80114a4.jpg
[Fri Feb  1 16:01:15 2019] 127.0.0.1:44140 [200]: /static/index/image/arrow-down_3d94809.png
[Fri Feb  1 16:01:15 2019] 127.0.0.1:44144 [200]: /static/index/image/all-arrow_9cc750f.png
[Fri Feb  1 16:01:15 2019] 127.0.0.1:44148 [200]: /static/index/image/free-appointment_d550c8b.png
[Fri Feb  1 16:01:15 2019] 127.0.0.1:44152 [200]: /static/index/image/white-locate_b59a216.png
[Fri Feb  1 16:01:15 2019] 127.0.0.1:44156 [200]: /favicon.ico
[Fri Feb  1 16:01:16 2019] 127.0.0.1:44160 [200]: /static/index/image/slide-arrow-left.png
